Id;Id Orden;Referencia;Valor;Valor del envío;Estado;Moneda;Medio de pago;País;Valor local;Moneda local;Código de respuesta;Tipo de rechazo;Código autorización;Fecha de creación;Id Comercio;Id Cuenta;Modelo Pagos;Número de tarjeta;Número de cuotas;Device session id;Hash;Tipo de transacción;Modelo de acreditación;Días para Depósito;Tasa de interés comercio;Valor interés comercio;Valor de Cuota;Cuota Abonada;Origen de la transacción;
"70b537ef-801e-47c2-a05c-e9ea0ad98d14";"97716458";"40539";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"413.92";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-03 22:52:27";"500968";"501789";"AGGREGATOR";"";"1";"";"5c678a7338cf1381a4399bf7b5261534";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"9cfab006-7376-4405-8537-c3a8bec6ce55";"97717292";"40538";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"413.92";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-03 22:50:59";"500968";"501789";"AGGREGATOR";"";"1";"";"dd8a39f9b84778e66e15e6bb918e88ea";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"ae0823e2-8474-4d10-ae24-0a239fe0fa9f";"97699315";"U127246L18P1";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"413.92";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-03 08:37:17";"500968";"501789";"AGGREGATOR";"";"1";"";"0ed9449cba9b259ed3d8e9298020b13a";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"95818440-1645-4f6e-af4a-0c0085f85f3e";"97683761";"U68467L18P1";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"413.92";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-02 21:50:51";"500968";"501789";"AGGREGATOR";"";"1";"";"9a55a90bd6ac394247952be7684da934";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"cfdf6ef2-c074-4ba9-ac08-48a0bafe17b4";"97644935";"U127090L12P6";"34.95";"";"PENDING";"USD";"Oxxo";"MX";"591.27";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-01 22:43:23";"500968";"501789";"AGGREGATOR";"";"1";"";"dcdee8a2324ff0720f1a5198252f3eb6";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"c8d5d191-c81f-417f-8162-a6638e0347e5";"97636922";"U127035L15P1";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"417.57";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-01 17:24:21";"500968";"501789";"AGGREGATOR";"";"1";"";"f73c44a1db5c75e231250ce670e9d6bf";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"2b65fdf4-30c7-498b-b271-f10385f63fec";"97633563";"U127024LP3";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"417.57";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-01 15:51:02";"500968";"501789";"AGGREGATOR";"";"1";"";"920130a26f0dcee5cfc3a4a44ecb71d9";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"e2ca6a35-34b6-4340-90a6-35ef568312cf";"97631608";"U127012L15P6";"34.95";"";"PENDING";"USD";"Oxxo";"MX";"590.85";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-01 14:59:12";"500968";"501789";"AGGREGATOR";"";"1";"";"fa02d5e1565c87cd7e784aee64a76d37";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"d1bb03dc-2305-4cbe-9b20-c7a24993ad30";"97631544";"U63878L15P6";"34.95";"";"PENDING";"USD";"Oxxo";"MX";"590.85";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-01 14:51:23";"500968";"501789";"AGGREGATOR";"";"1";"";"4e154e49236ccbd6cf0348d0b4944472";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"8cfaa4dc-727a-46ed-9de1-4f6282c2be29";"97630842";"U127006L14P3";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"417.57";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-01 14:43:34";"500968";"501789";"AGGREGATOR";"";"1";"";"a6381a7d9424d47724d5c323d8ab2a11";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"69895064-838c-4418-9e02-d4905545dbeb";"97629483";"U126988L15P6";"34.95";"";"PENDING";"USD";"Oxxo";"MX";"590.85";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-01 13:32:00";"500968";"501789";"AGGREGATOR";"";"1";"";"2c088f6c6ca895bad8c60a206d0c5e35";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"7c59d96a-1754-4f97-92b4-2b34d456e49f";"97629106";"U126987L15P6";"34.95";"";"PENDING";"USD";"Oxxo";"MX";"590.85";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-01 13:22:21";"500968";"501789";"AGGREGATOR";"";"1";"";"b49e20ed99930081a5ab8607302caec2";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"e6e5dc04-a9be-4f9e-b43c-e40c8860eabb";"97606893";"U125069LP3";"24.70";"";"APPROVED";"USD";"Oxxo";"MX";"417.86";"MXN";"APPROVED";"NONE";"";"2015-09-30 23:46:32";"500968";"501789";"AGGREGATOR";"";"1";"";"a1941dc7c871ed58ed307ae962370faa";"AUTHORIZATION_AND_CAPTURE";"IMMEDIATE";"0";"0.0000";"0.00";"417.86";"1";"POST_API_v4_0";
"e8f4a5b0-c383-4159-8b12-6fca146c347e";"97604502";"U126920L14P1";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"417.86";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-30 21:19:59";"500968";"501789";"AGGREGATOR";"";"1";"";"5e5e00343e8e400004c61e68ca591da3";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"26868ae3-3e72-408d-a83e-e1a0907146e9";"97602469";"U126910L14P1";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"417.86";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-30 20:34:59";"500968";"501789";"AGGREGATOR";"";"1";"";"7b981e22e5213cda0c1e82613923dce9";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"c37cf65a-9b59-4399-bbdf-9a4e9c5cee4a";"97598794";"U126887L11P3";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"417.70";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-30 17:58:08";"500968";"501789";"AGGREGATOR";"";"1";"";"c4a33d3ea0d7c5efabde61b47c5e11e9";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"6da26808-9006-4ab2-a053-606a46e7f237";"97578716";"U126840L12P3";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"418.14";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-30 08:04:44";"500968";"501789";"AGGREGATOR";"";"1";"";"f3253079075baf82bbd21c1a4ca17f67";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"c8d46987-2da4-4a72-b07d-fb0db496f70f";"97577402";"U126840L12P6";"34.95";"";"PENDING";"USD";"Oxxo";"MX";"591.65";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-30 07:56:38";"500968";"501789";"AGGREGATOR";"";"1";"";"b856aafa079b9bc7a48b0ecf539a0c92";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"b240c7f8-7cb5-4ec3-80f3-be358dfc4e54";"97527047";"U126720L12P1";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"422.05";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-28 19:32:41";"500968";"501789";"AGGREGATOR";"";"1";"";"325c820b5a91ff27d177b1bb0ad5b8e8";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"82f62235-1ec6-4dd0-957d-7052c4a286df";"97527481";"PKG-126720-6";"34.95";"";"PENDING";"USD";"Oxxo";"MX";"597.19";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-28 19:27:47";"500968";"501789";"AGGREGATOR";"";"1";"";"b14cb5b1d1aa3d28ae7f27fd6983450c";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"2d8b9f78-e6d8-499e-a811-6a57751d5ad7";"97524653";"PKG-63878-6";"34.95";"";"PENDING";"USD";"Oxxo";"MX";"597.19";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-28 17:47:28";"500968";"501789";"AGGREGATOR";"";"1";"";"8fe08707098806f5891c6444a4d421b8";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"6a494891-1a9b-4426-a95c-a18c18abd110";"97473369";"PKG-126586-1";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"419.21";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-26 18:34:56";"500968";"501789";"AGGREGATOR";"";"1";"";"e2ec31978408a1599896e24c9602ef0d";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"95e25ec6-5f27-4f3e-8db0-8d02aa275773";"97468674";"PKG-126575-1";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"419.21";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-26 15:32:47";"500968";"501789";"AGGREGATOR";"";"1";"";"275d52b135993c719444b48dfd55c8fa";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"6a4ed9c0-699e-488e-be3d-78f801a4d04c";"97466277";"40529";"6.99";"";"PENDING";"USD";"Oxxo";"MX";"118.63";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-26 14:07:10";"500968";"501789";"AGGREGATOR";"";"1";"";"185b6123ecd703b416784d42827d83e7";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"cf567fce-61cd-49e5-8b94-484374d5f68f";"97466270";"40528";"6.99";"";"PENDING";"USD";"Oxxo";"MX";"118.63";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-26 14:05:17";"500968";"501789";"AGGREGATOR";"";"1";"";"7f9702b4ee6007a9f3596f45d9813904";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"7ad683f7-aeb7-4b91-9ab3-a7657e61f0a7";"97461216";"PKG-88628-1";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"419.21";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-26 09:27:34";"500968";"501789";"AGGREGATOR";"";"1";"";"5fe876c5b839bba33fc3d1f61187b59d";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"142d9ce9-0f5d-413c-bac3-13579f6436bd";"97424732";"40521";"6.99";"";"PENDING";"USD";"Oxxo";"MX";"117.46";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-25 10:46:01";"500968";"501789";"AGGREGATOR";"";"1";"";"0fe25862d4ae84e50b4c74a12cc5d821";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"85de3378-2660-423f-bef3-94f7db688983";"97424389";"40520";"24.70";"";"PENDING";"USD";"Oxxo";"MX";"415.06";"MXN";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-09-25 10:43:58";"500968";"501789";"AGGREGATOR";"";"1";"";"59a3700b1056c0284207229ea0035253";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"d0a7c681-1577-4817-81ab-72a69ef5fd88";"97405933";"102185";"20.97";"";"EXPIRED";"USD";"Oxxo";"MX";"353.95";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-24 20:18:10";"500968";"501789";"AGGREGATOR";"";"1";"";"f8e8f787a728ee406d64edd9a9b66086";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"e298ac93-a292-484b-99f0-3ce1cda68828";"97393959";"102178";"5.50";"";"EXPIRED";"USD";"Oxxo";"MX";"95.27";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-24 13:19:27";"500968";"501789";"AGGREGATOR";"";"1";"";"1fc96c1524219e5d6652c0c588b337ca";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"25b5af66-c50f-43f2-a5ae-a1086e957090";"97387168";"102174";"3.99";"";"EXPIRED";"USD";"Oxxo";"MX";"69.11";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-24 09:00:12";"500968";"501789";"AGGREGATOR";"";"1";"";"781fcf43bd0c1a57dd42638a641486ed";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"48d4aede-fd3d-4aed-9970-36410eca10f4";"97295815";"102104";"6.99";"";"EXPIRED";"USD";"Oxxo";"MX";"116.64";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-21 13:20:48";"500968";"501789";"AGGREGATOR";"";"1";"";"045bbd99fcf77dbb91f6ef320bd822aa";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"42cc2d4e-aa0d-427c-8bd3-9baf1389dc28";"97286015";"102101";"6.99";"";"EXPIRED";"USD";"Oxxo";"MX";"115.84";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-21 09:12:54";"500968";"501789";"AGGREGATOR";"";"1";"";"e7c565116ad7d2434a2449fa69c1a5dc";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"bcddd07b-4db9-4de0-a72d-7760eefd2301";"97285440";"PKG-126173-1";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"409.33";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-21 08:55:07";"500968";"501789";"AGGREGATOR";"";"1";"";"4fc6da2ba8eb162a129a240eee7be3e4";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"c55db28b-3c3d-4844-83f0-9198b4966d80";"97189926";"40500";"6.99";"";"EXPIRED";"USD";"Oxxo";"MX";"115.00";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-18 07:38:27";"500968";"501789";"AGGREGATOR";"";"1";"";"9bcde977dec4f4777eadfcfcb01d53e7";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"600cc526-4a73-4007-bb6a-de094012ef83";"97171791";"40497";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"408.91";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-17 15:24:41";"500968";"501789";"AGGREGATOR";"";"1";"";"5f96b612f2f48ed1070d44e31f97499b";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"863b8f55-c5ea-4cd0-9299-d7987fcb07f4";"97157886";"40493";"6.99";"";"EXPIRED";"USD";"Oxxo";"MX";"115.92";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-17 10:52:33";"500968";"501789";"AGGREGATOR";"";"1";"";"3b47c69a56fa7038e0af841bd1a17faf";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"45aa2b68-8ef6-4486-911b-031fecee7774";"97122046";"PKG-125898-3";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"411.81";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-16 11:38:37";"500968";"501789";"AGGREGATOR";"";"1";"";"24534d45409135c720268d31f3ae4697";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"5f2f3cbc-4212-4a76-9fcc-e73cac2e4026";"97115719";"PKG-125892-3";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"411.81";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-16 07:25:06";"500968";"501789";"AGGREGATOR";"";"1";"";"5e7af9d42b72bf3952523f5ee2104481";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"d4b09997-133c-4ed4-a689-1d33198e0737";"97109334";"PKG-125863-3";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"412.39";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-15 21:05:42";"500968";"501789";"AGGREGATOR";"";"1";"";"031e8aa0f577b6c3b30b6b37f80d5d5c";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"a3f5f485-f015-40b5-b859-e4bb28070eaa";"97078113";"PKG-125822-3";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"412.79";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-15 07:15:56";"500968";"501789";"AGGREGATOR";"";"1";"";"7b5f7477e330f9d074c567448668da57";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"db27f599-aec6-486c-b9ac-5a5083673ebc";"97067741";"PKG-63878-3";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"413.12";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-14 19:34:33";"500968";"501789";"AGGREGATOR";"";"1";"";"190d376ccd2768104592dfd9d08e750e";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"f017460f-045b-408a-8c24-adb31df6a55d";"97023135";"101984";"6.99";"";"EXPIRED";"USD";"Oxxo";"MX";"117.67";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-13 16:01:22";"500968";"501789";"AGGREGATOR";"";"1";"";"66bda3043b1ab64a6302b53abdd2a059";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"b5c38ad0-69a4-4aa3-9911-4b8edaced413";"97021038";"PKG-125620-3";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"415.79";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-13 14:27:34";"500968";"501789";"AGGREGATOR";"";"1";"";"226c0fe0851705e0b29442a02b38d24b";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"dd8acb5c-c7c7-4e5f-acf7-2ef011c39dc4";"96930226";"PKG-125528-3";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"415.43";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-11 13:16:45";"500968";"501789";"AGGREGATOR";"";"1";"";"65c5b64c93f1451a5389096baf7af53a";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"7b16a6f7-e597-40ec-886e-d381048050fa";"96930404";"PKG-125528-3";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"415.43";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-11 13:13:12";"500968";"501789";"AGGREGATOR";"";"1";"";"65c5b64c93f1451a5389096baf7af53a";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"a14d13f0-8fd0-4269-a68d-4b93ade24056";"96888472";"40470";"24.70";"";"EXPIRED";"USD";"7-Eleven";"MX";"414.33";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-10 14:36:30";"500968";"501789";"AGGREGATOR";"";"1";"";"e28fb1ebc34dc573a541bae8d9bd60c1";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"266e3b2a-d15c-4e05-846d-1a7c9b26b84f";"96888464";"40468";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"414.33";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-10 14:34:51";"500968";"501789";"AGGREGATOR";"";"1";"";"6e974acf5d72ffbba8faa91cb3dce363";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"6fa62dee-fd8e-42b7-b916-f2fc35f9b3f6";"96889177";"40467";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"414.33";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-10 14:33:38";"500968";"501789";"AGGREGATOR";"";"1";"";"c68e52bcd31a3f7ffdd8fbdb325ad36d";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"1c55bb00-ce98-43b6-acba-8d88ccf6baa5";"96888441";"40466";"24.70";"";"EXPIRED";"USD";"Oxxo";"MX";"414.33";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-10 14:29:48";"500968";"501789";"AGGREGATOR";"";"1";"";"361dd56757f873e7c387c79eda4ea9e2";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"81a9affd-c645-49e7-8cc1-040e8a663ebd";"96867866";"101919";"6.99";"";"EXPIRED";"USD";"Oxxo";"MX";"118.58";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-10 00:00:29";"500968";"501789";"AGGREGATOR";"";"1";"";"78fb3e979ae1d1cdf89862ecd9791fdd";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"9fe9775a-d9a1-4d93-a0d7-a8d76ae6b414";"96868170";"101919";"6.99";"";"EXPIRED";"USD";"Oxxo";"MX";"118.58";"MXN";"EXPIRED_TRANSACTION";"SOFT_DECLINE";"";"2015-09-09 23:58:23";"500968";"501789";"AGGREGATOR";"";"1";"";"78fb3e979ae1d1cdf89862ecd9791fdd";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
